LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION
0003272619-0001-6,CARLOS RODRIGUEZ,EL PINCHI HOT DOG,5424 LAUREL CANYON BLVD    #B,VALLEY VILLAGE,5424 Laurel Canyon 91607-4654,5000 Laurel Canyon #106,Valley Village,91607-3152,722110,Full-service restaurants,2,10/05/2021,,"(34.1693, -118.3961)"
0003328861-0001-1,JESUS HERNANDEZ,ELOTES CHUCKY,943 N MARIANNA AVENUE,LOS ANGELES,943 Marianna 90063-1325,3920 E 6TH STREET,LOS ANGELES,90023-1902,722110,Full-service restaurants,0,06/19/2021,,"(34.0467, -118.1758)"
0003254370-0001-4,HERRERA TWINS INC,LAS CASITAS GRILL RESTAURANT,6622 VAN NUYS BLVD,VAN NUYS,6622 VAN NUYS 91405-4617,,,,722110,Full-service restaurants,6,05/01/2021,,
0003193091-0002-2,"DON HOLDINGS, INC",CHICHI,610 S BERENDO STREET,LOS ANGELES,610 BERENDO 90005-1712,,,,722110,Full-service restaurants,10,05/25/2021,,"(34.0633, -118.2938)"
0003329283-0001-6,LA MERCED FOODS GROUP INC,LA MERCED,2806 E Washington,Los Angeles,2806 WASHINGTON 90023,1307 Mateo,Los Angeles,90021-1739,722110,Full-service restaurants,14,08/23/2022,,"(34.0169, 34.0169)"
0003330383-0001-5,CHEFFIE K INC,,3470 W 6th #2A,Los Angeles,3470 6TH 90020,3470 W 6th #2A,Los Angeles,90020-2556,722110,Full-service restaurants,10,09/01/2022,,"(34.0631, 34.0631)"
0003330544-0001-1,L.A. WATERFRONT PIZZA LLC,L.A. WATERFRONT PIZZA,422  1/2 N AVALON BLVD,WILMINGTON,422 AVALON 90744-5804,,,,722110,Full-service restaurants,15,09/05/2022,,"(33.7748, -118.2618)"
0003330482-0001-9,LOST WEEKENDS LLC,BEST OF,612 N Hoover,Los Angeles,612 HOOVER 90004,,,,722110,Full-service restaurants,13,09/02/2022,,"(34.0819, 34.0819)"
0003368062-0001-6,99EATS LLC,,7138 Ramsgate,Los Angeles,7138 RAMSGATE 90045,,,,722110,Full-service restaurants,11,04/11/2023,,"(33.9721, 33.9721)"
0003329724-0001-0,KALAVERAS MDR INC,KALAVERAS,13181 Mindanao,Marina Del Rey,13181 MINDANAO 90292,21021 Figueroa,Carson,90745-1960,722110,Full-service restaurants,11,09/01/2022,,"(33.9843, 33.9843)"
0003328258-0001-1,TPO INC,TIME PLACE OCCASION,537 S Western,Los Angeles,537 WESTERN 90020,537 S Western,Los Angeles,90020-4207,722110,Full-service restaurants,10,08/16/2022,,"(34.064, 34.064)"
0003328414-0001-4,SOOFI CUSINE & CATERING INC,,17259 Vanowen,Lake Balboa,17259 VANOWEN 91406,17259 Vanowen,Lake Balboa,91406-4438,722110,Full-service restaurants,6,06/29/2022,,"(34.194, 34.194)"
0003328137-0001-1,CAFE BELEN LLC,,11925 Santa Monica,Los Angeles,11925 SANTA MONICA 90025,,,,722110,Full-service restaurants,11,08/15/2022,,"(34.0419, 34.0419)"
0003329598-0001-7,LA LA RICE EATERY AND MORE,,11688 Gateway,Los Angeles,11688 GATEWAY 90064,,,,722110,Full-service restaurants,11,08/31/2022,,"(34.0287, 34.0287)"
0003286528-0003-9,"ANGEL CITY BELL, LLC",TACO BELL #39785,21120 DEVONSHIRE STREET,CHATSWORTH,21120 Devonshire 91311-2316,3120 S Durango #305,Las Vegas,89117-4454,722110,Full-service restaurants,12,12/01/2021,,"(34.257, -118.594)"
0003110452-0002-2,PRESTIGE WORLDWIDE AK LLC,CHA CHA MATCHA,10250 SANTA MONICA BLVD    #1625,LOS ANGELES,10250 SANTA MONICA 90067-6514,10250 SANTA MONICA BLVD #1625,LOS ANGELES,90067-6501,722110,Full-service restaurants,5,08/16/2022,,
0003328158-0001-2,RESTAURANT ASSOCIATES LLC,,5865 S CAMPUS CENTER DRIVE,LOS ANGELES,5865 Campus Center 90094-2629,2400 YORKMONT ROAD,CHARLOTTE,28217-4511,722110,Full-service restaurants,11,09/12/2022,,"(33.9773, -118.4091)"
0003328956-0001-9,MARLON ANDINO/STEVEN CABALLERO,EL NIDIDO DEL SABOR,1223 E 70TH STREET,LOS ANGELES,1223 70th 90001-1608,,,,722110,Full-service restaurants,0,08/01/2022,,"(33.9769, -118.2533)"
0003328493-0001-9,SINIZKI LLC,,3147 Glendale,Los Angeles,3147 GLENDALE 90039,1923 Lake Shore,Los Angeles,90039-3924,722110,Full-service restaurants,13,08/17/2022,,"(34.1172, 34.1172)"
0003326558-0001-1,MBF ENCINO LLC,MELROSE BURGERS N? FRIES | MELROSE BURGERS N? FRIES,17932 VENTURA BLVD,ENCINO,17932 VENTURA 91316-3632,,,,722110,Full-service restaurants,4,08/15/2022,,
0003322015-0001-2,WILLIE JENKINS,THE SAMMICHE SHOPPE,3201 S HOOVER STREET SUITE,LOS ANGELES,3201 HOOVER 90089-3545,,,,722110,Full-service restaurants,9,06/30/2022,,"(34.0264, -118.2841)"
0003330440-0001-5,BYTE TO BITE (CALIFORNIA) LLC,CHEEBO EXPRESS,6355 YUCCA STREET,LOS ANGELES,6355 Yucca 90028-5057,1958 COLORADO BLVD,LOS ANGELES,90041-1246,722110,Full-service restaurants,13,05/09/2022,,"(34.1042, -118.3286)"
0003328544-0001-3,STICKY RICE ON 3RD INC,STICKY RICE,8044 W 3rd,Los Angeles,8044 3RD 90048,1801 W Sunset,Los Angeles,90026-3226,722110,Full-service restaurants,5,08/12/2022,,"(34.0718, 34.0718)"
0003342428-0001-5,TACOS 1986 GROUP LLC,TACOS 1986,10874 KINROSS AVENUE,LOS ANGELES,10874 Kinross 90024-3410,,,,722110,Full-service restaurants,5,02/08/2020,,"(34.0607, -118.4448)"
0003298916-0001-3,AAAB SUBWAY INC.,,19300 Rinaldi #D,Porter Ranch,19300 RINALDI 91342,19300 Rinaldi #D,Porter Ranch,91326-3773,722110,Full-service restaurants,12,01/01/2021,,"(34.2739, 34.2739)"
0003278664-0001-5,BLADE ENTERPRISES VIII,MCDONALD'S #658,1728 W Lomita,Lomita,1728 LOMITA 90717,5310 W ROSECRANS AVENUE,HAWTHORNE,90250-6646,722110,Full-service restaurants,15,11/10/2021,,"(33.7975, 33.7975)"
0003281601-0001-5,BLADE ENTERPRISES VIII,MCDONALD'S #11415,1712 PACIFIC COAST HIGHWAY,LOMITA,1712 Pacific Coast 90717-2720,5310 W ROSECRANS AVENUE,HAWTHORNE,90250-6646,722110,Full-service restaurants,15,11/10/2021,,"(33.7891, -118.3081)"
0003329340-0001-6,SOCIAL PIES III LLC,,8221 Canoga,Canoga Park,8221 CANOGA 91304,6861 Valley Circle #13,West Hills,91307-2860,722110,Full-service restaurants,3,08/10/2022,,"(34.2179, 34.2179)"
0003330924-0001-7,ZUSHINGAZO INC,"ZUSHINGAZO, SUSHI BAR ON MAIN STREET",24328 Main STREET,Newhall,24328 MAIN 91321,,,,722110,Full-service restaurants,0,05/01/2022,,"(34.3795, 34.3795)"
0003329363-0001-7,WORKSHOP KITCHEN & BAR LLC,WORKSHOP KITCHEN & BAR,127 S La Brea,Los Angeles,127 LA BREA 90036,800 N Palm Canyon #G,Palm Springs,92262-4441,722110,Full-service restaurants,5,08/12/2022,,"(34.0727, 34.0727)"
0003330622-0001-3,HAPPY CHINA WAY INC,CHINA WAY,1100 N VERMONT AVENUE SUITE #17,LOS ANGELES,1100 Vermont 90029-1765,,,,722110,Full-service restaurants,13,09/01/2022,,"(34.0911, -118.2914)"
0003328280-0001-5,KILLER SHRIMP MARINA DEL REY LP,,4211 Admiralty,Marina Del Rey,4211 ADMIRALTY 90292,,,,722110,Full-service restaurants,0,08/16/2022,,"(33.9833, 33.9833)"
0002789564-0001-3,KNIGHTLIFE COLLECTIVE LLC,,8450 W 3RD STREET,LOS ANGELES,8450 3RD 90048-4112,2222 DAMON STREET,LOS ANGELES,90021-2402,722110,Full-service restaurants,5,01/02/2015,,"(34.0731, -118.3749)"
0002250116-0001-0,THE COW'S END INC,,34 WASHINGTON BLVD,VENICE,34 WASHINGTON 90292-5124,,,,722110,Full-service restaurants,11,05/01/2007,,"(33.9793, -118.4663)"
0003087050-0004-7,"BOBA GUYS LA, LLC",,1344 ABBOT KINNEY BLVD,VENICE,1344 ABBOT KINNEY 90291-3778,245 VISITACION AVENUE,BRISBANE,94005-1562,722110,Full-service restaurants,11,10/24/2022,,"(33.9906, -118.4667)"
0003330108-0001-2,B & C FOOD USA INC,,833 S WESTERN AVENUE    #35B,LOS ANGELES,833 Western 90005-3386,,,,722110,Full-service restaurants,10,09/01/2022,,"(34.0574, -118.3094)"
0003330213-0001-1,MP AVE PIZZA INC,,15136 STAGG STREET    #20,VAN NUYS,15136 Stagg 91405-1025,11639 KITTRIDGE STREET,NORTH HOLLYWOOD,91606-2524,722110,Full-service restaurants,6,09/01/2022,,"(34.2119, -118.4631)"
0003329750-0001-2,POTATA LLC,,7218 Canoga,Canoga Park,7218 CANOGA 91303,,,,722110,Full-service restaurants,3,06/04/2019,,"(34.2016, 34.2016)"
0003329481-0001-3,ALCAZAR POKE INC,,2200 Trojan #180,Los Angeles,2200 TROJAN 90033,1245 E California #19,Glendale,91206-5028,722110,Full-service restaurants,14,08/25/2022,,"(34.0495, 34.0495)"
0003328866-0001-4,ISMAEL GARCIA/ MARIBEL REYES,TACOS Y MARISCOS EL SAMURAI,9505 BAIRD AVENUE,LOS ANGELES,9505 Baird 90002-2137,,,,722110,Full-service restaurants,0,09/12/2022,,"(33.9501, -118.2524)"
0002954209-0001-5,1071 GLENDON PARTNERS LLC,FELLOW,1071   GLENDON AVENUE,LOS ANGELES,1071 GLENDON 90024-2907,865 Comstock #9F,Los Angeles,90024-2584,722110,Full-service restaurants,5,05/01/2017,,"(34.0612, -118.4446)"
0000939582-0001-1,DONG YUN ZHAO,YANUSA,2211 CUMBERLAND ROAD,GLENDORA,2211 CUMBERLAND 91741-6402,2211 Cumberland,Glendora,91741-6402,722110,Full-service restaurants,0,10/28/1998,,"(34.1369, -117.8212)"
0003128054-0001-5,HECTOR CHAVEZ,CASA JALISCO,10062   SAN FERNANDO ROAD,PACOIMA,10062 SAN FERNANDO 91331-2613,,,,722110,Full-service restaurants,7,06/10/2019,,"(34.2533, -118.4075)"
0003361995-0001-3,SOUL FEELS GOOD LLC,,2505 W 80th OFFICE,Inglewood,2505 80TH 90305,,,,722110,Full-service restaurants,0,10/31/2022,,"(33.9667, 33.9667)"
0003210996-0001-3,"BLH ACQUISITION CO., LLC",BAR LOUIE,9301 TAMPA AVENUE SUITE #218,NORTHRIDGE,9301 TAMPA 91324-2541,15305 DALLAS PARKWAYS  FLOOR #12,ADDISON,75001-4637,722110,Full-service restaurants,12,05/25/2020,,"(34.24, -118.5545)"
0003371059-0001-0,NAPOLIS 777 LLC,NAPOLIS PIZZA KITCHEN,14831 BURBANK BLVD,SHERMAN OAKS,14831 Burbank 91411-3339,,,,722110,Full-service restaurants,4,04/24/2023,,"(34.1724, -118.4566)"
0000525034-0003-1,THE HABIT RESTAURANTS LLC,THE HABIT BURGER GRILL,2134 W SUNSET BLVD   SUITE #A,LOS ANGELES,2134 SUNSET 90026-3192,1 Glen Bell,Irvine,92618-3344,722110,Full-service restaurants,13,12/06/2017,,"(34.0771, -118.2647)"
0003363556-0001-5,MIAN LA LLC,MIAN,5263 W Adams,Los Angeles,5263 ADAMS 90016,,,,722110,Full-service restaurants,10,08/04/2021,,"(34.0328, 34.0328)"
0003058299-0001-2,"FOUR SEASON ENTERTAINMENT COMPANY, INC.",,4315 W 2ND STREET,LOS ANGELES,4315 2ND 90004-5101,4315 W 2nd,Los Angeles,90004-5101,722110,Full-service restaurants,10,05/29/2018,,"(34.0713, -118.3088)"
0000961736-0001-9,BA2 LLC,THE BIGFOOT LODGE,3172 LOS FELIZ BLVD,LOS ANGELES,3172 LOS FELIZ 90039-1507,10939 VENICE BLVD,LOS ANGELES,90034-7015,722110,Full-service restaurants,13,06/04/1999,,"(34.1237, -118.2679)"
0000066506-0001-9,PAUL HUNG IP,HOYS WOK RESTAURANT,7105 W SUNSET BLVD,LOS ANGELES,7105 SUNSET 90046-4411,749 S ALMANSOR STREET,ALHAMBRA,91801-4508,722110,Full-service restaurants,13,04/01/2000,,"(34.0979, -118.3442)"
0002929466-0003-3,SHAKE SHACK CALIFORNIA LLC,SHAKE SHACK -1170,400 W 8TH STREET,LOS ANGELES,400 8TH 90014-3002,225 VARICK STREET SUITE #301,NEW YORK,10014-5816,722110,Full-service restaurants,14,03/09/2018,,"(34.0445, -118.2564)"
0003226551-0001-3,HOMESTATE KITCHEN LLC,,3923 W JEFFERSON BLVD,LOS ANGELES,3923 JEFFERSON 90016,5619 N FIGUEROA STREET SUITE #211,LOS ANGELES,90042-4978,722110,Full-service restaurants,10,11/17/2020,,"(34.0259, -118.3391)"
0003362401-0001-9,CHEFDDZ LLC,AMIGA AMORE,5668 York,Los Angeles,5668 YORK 90042,1542 E Wilson,Glendale,91206-4051,722110,Full-service restaurants,14,03/20/2023,,"(34.1187, 34.1187)"
0002057168-0042-4,"YUM YUM DONUT SHOPS, INC.",WINCHELL'S DONUT HOUSE #9913,13954 VAN NUYS BLVD,ARLETA,13954 Van Nuys 91331-4542,17355 RAILROAD STREET,CITY OF INDUSTRY,91748-1024,722110,Full-service restaurants,6,04/26/2023,,"(34.2553, -118.4369)"
0003272190-0001-3,RUKIYA FARMER,ALICE MAES CAFE,17743 CARSON CIRCLE,ADELANTO,17743 CARSON 92301-2299,1480 W Edgehill #33,San Bernardino,92405-5153,722110,Full-service restaurants,0,02/12/2019,,"(34.5727, -117.4383)"
0003362324-0001-1,RM 4177W LLC,TENRAKU,4177 W 3rd,Los Angeles,4177 3RD 90020-3577,,,,722110,Full-service restaurants,10,04/01/2023,,"(34.0692, 34.0692)"
0003206319-0007-5,RBD CALIFORNIA RESTAURANTS LIMITED,KFC K312071,12044 ROSCOE BLVD,NORTH HOLLYWOOD,12044 Roscoe 91605-1501,13191 Crossroads N #175,City Of Industry,91746-3474,722110,Full-service restaurants,6,09/01/2020,,"(34.2213, -118.3957)"
0003365303-0001-1,KS FOOD AND BEVERAGE INC,CAFE CALI,745 S Oxford #2ND,Los Angeles,745 OXFORD 90005,,,,722110,Full-service restaurants,10,04/01/2023,,"(34.0582, 34.0582)"
0003366777-0001-5,CHINA BOWL EXPRESS & LFC,,1601 E IMPERIAL HIGHWAY SUITE #101,LOS ANGELES,1601 Imperial 90059-2519,,,,722110,Full-service restaurants,15,01/01/2023,,"(33.9299, -118.2459)"
0003332731-0001-5,YINGSHU SHEN,OLYMPIC RESTAURANT,2528 W Olympic #104,Los Angeles,2528 OLYMPIC 90006,,,,722110,Full-service restaurants,1,10/01/2022,,"(34.052, 34.052)"
0003332231-0001-4,HBJB SERVICES CORP,WABA GRILL,19126 Soledad Canyon,Santa Clarita,19126 SOLEDAD CANYON 91351,,,,722110,Full-service restaurants,0,09/22/2022,,"(34.4156, 34.4156)"
0002681008-0002-3,FIVE GUYS OPERATIONS LLC,FIVE GUYS BURGER AND FRIES,530 W 27TH STREET UNIT #101,LOS ANGELES,530 27TH 90007-3203,POST OFFICE BOX #8000,MONSEY,10952-8505,722110,Full-service restaurants,9,02/27/2013,,"(34.0271, -118.2766)"
0003319514-0001-3,ZOILA TORRES / MARITZA PEREZ,PURO SABOR GUANACO,8323 RESEDA BLVD,NORTHRIDGE,8323 RESEDA 91324-4649,17941 WELBY WAY,RESEDA,91335-5640,722110,Full-service restaurants,12,06/15/2022,,"(34.2213, -118.5362)"
0003332008-0001-9,MANDY THAI KITCHEN LLC,HIDDEN GARDEN THAI CUISINE,4903 Sepulveda,Los Angeles,4903 SEPULVEDA 90230,22015 Mariposa,Torrance,90502-2233,722110,Full-service restaurants,11,10/10/2022,,"(34.0002, 34.0002)"
0003363741-0001-5,831 FARMERS INC,831 TOKYO RAMEN,1253 VINE STREET SUITE #5,LOS ANGELES,1253 VINE 90038-1662,,,,722110,Full-service restaurants,0,03/15/2023,,
0003331498-0001-7,SEBASTIANS MEDITERRANEAN LLC,,376 W 6th,San Pedro,376 6TH 90731,,,,722110,Full-service restaurants,15,09/19/2022,,"(33.7389, 33.7389)"
0003368015-0001-1,VIRTUOSO BURGER,CORNERSTONE,39795 NOTTING HILL ROAD,MURRIETA,39795 NOTTING HILL 92563-5554,,,,722110,Full-service restaurants,0,05/20/2023,,"(33.5585, -117.1681)"
0003358673-0001-7,AH FOOD GROUP LLC,,1542 N Cahuenga,Los Angeles,1542 CAHUENGA 90028,,,,722110,Full-service restaurants,0,08/31/2023,,
0002681008-0001-5,FIVE GUYS OPERATIONS LLC,FIVE GUYS BURGER AND FRIES | FIVE GUYS BURGERS AND FRIES,8850 TAMPA AVENUE SUITE #102,NORTHRIDGE,8850 TAMPA 91324-3598,POST OFFICE BOX #8000,MONSEY,10952-8505,722110,Full-service restaurants,12,02/27/2013,,"(34.2313, -118.5535)"
0000260580-0001-8,LA POUBELLE INC,LAPOUBELLE RESTAURANT,5907 FRANKLIN AVENUE,LOS ANGELES,5907 FRANKLIN 90028-5515,6414 BRYN MAWR DRIVE,HOLLYWOOD,90068-2811,722110,Full-service restaurants,13,09/01/1973,,"(34.1052, -118.3182)"
0003321990-0001-5,AVANA VENUE INC,,12825 VANOWEN STREET,NORTH HOLLYWOOD,12825 VANOWEN 91605-5219,,,,722110,Full-service restaurants,2,01/06/2022,,
0003047374-0002-5,NORIK TSATURYAN,7TH STREET TACOS,312 W 7TH STREET,LOS ANGELES,312 7th 90014-1706,,,,722110,Full-service restaurants,14,09/01/2022,,"(34.0454, -118.2539)"
0000650470-0001-1,IRMA ROSINA GARCIA / HELADIO RAYOS P,MARTHA'S KITCHEN,507 E 4TH STREET,LOS ANGELES,507 4TH 90013-2103,,,,722110,Full-service restaurants,14,08/01/1987,,"(34.0448, -118.2413)"
0003331475-0001-6,PHO EATERY INC,PHO LALA,1001 S Vermont #103,Los Angeles,1001 VERMONT 90006,,,,722110,Full-service restaurants,10,09/22/2022,,"(34.0521, 34.0521)"
0003362381-0001-0,CARDINALITY LLC,CARDINALE DU VIN,8912 W Pico,Los Angeles,8912 PICO 90035,1002 S Holt,Los Angeles,90035-2062,722110,Full-service restaurants,0,09/01/2023,,
0002759492-0002-6,EHA HA TIKIS INC,KAHUNA TIKI,12600 RIVERSIDE DRIVE,NORTH HOLLYWOOD,12600 RIVERSIDE 91607-3411,,,,722110,Full-service restaurants,4,11/18/2020,,"(34.1572, -118.4073)"
0002779688-0001-1,CLAUDIA PACHECO,ANTEQUERA,406 S WILTON PLACE APT #4,LOS ANGELES,406 WILTON 90020-4520,,,,722110,Full-service restaurants,13,10/01/2014,,"(34.0669, -118.3137)"
0003329926-0001-5,DAVEY LLC,THE AVENUE,14518 VENTURA BLVD,SHERMAN OAKS,14518 VENTURA 91403-3771,,,,722110,Full-service restaurants,4,08/19/2022,,"(34.1507, -118.4495)"
0003112840-0002-7,JOSE MARIO MELENDEZ,EL SABOR LATINO,22103 ROSCOE BLVD,WEST HILLS,22103 ROSCOE 91304-3839,,,,722110,Full-service restaurants,12,01/01/2021,,"(34.2201, -118.6085)"
0003205504-0001-9,"NEW MANDARIN HOUSE, INC.",DIM SUM HOUSE,1822 WESTWOOD BLVD,LOS ANGELES,1822 WESTWOOD 90025-4612,1822   WESTWOOD BLVD,LOS ANGELES,90025-4612,722110,Full-service restaurants,5,08/01/2020,,
0003331011-0001-3,BARRIS PIZZA ENTERPRISES LLC,HAIL MARY PIZZA,3219 Glendale,Los Angeles,3219 GLENDALE 90039,,,,722110,Full-service restaurants,13,09/15/2022,,"(34.1185, 34.1185)"
0003332901-0001-1,RISING JS GROUP INC,HANJAN IZAKAYA,954 S Norton,Los Angeles,954 NORTON 90019,,,,722110,Full-service restaurants,5,10/02/2022,,"(34.0544, 34.0544)"
0002763179-0002-9,JOSE INIGUEZ DELGADO,CARNITAS MICHOACANA,14534   BRAND BLVD,SAN FERNANDO,14534 BRAND 91340-4328,,,,722110,Full-service restaurants,7,01/01/2017,,"(34.2743, -118.4493)"
0003332004-0001-1,DOIKHAM LLC,7455 SUSHI BY ROSHI,7455 Melrose,Los Angeles,7455 MELROSE 90046,15203 Morrison,Sherman Oaks,91403-1504,722110,Full-service restaurants,5,08/29/2022,,"(34.0837, 34.0837)"
0002728948-0002-0,MARIA GUADALUPE CABRERA,CRAZY TERIYAKI CHICKEN,8241 TAMPA AVENUE,RESEDA,8241 TAMPA 91335-1133,8536 WAKEFIELD AVENUE,PANORAMA CITY,91402-3122,722110,Full-service restaurants,0,11/01/2021,,
0003310799-0001-6,THE MODERN V LLC,,2535 S BARRINGTON AVENUE,LOS ANGELES,2535 BARRINGTON 90064-2828,15075 VALLEY VISTA BLVD,SHERMAN OAKS,91403-4061,722110,Full-service restaurants,11,06/01/2022,,"(34.0289, -118.4437)"
0003331767-0001-6,GVC GROUP ARMENIA INC,SWEET HANDS BAKERY,13838 VICTORY BLVD    #35,VAN NUYS,13838 Victory 91401-2341,,,,722110,Full-service restaurants,2,09/15/2022,,"(34.1864, -118.4346)"
0003329788-0001-0,"CK CALABASAS, LLC",,4776 Commons #A,Calabasas,4776 COMMONS 91302,8284 Melrose,Los Angeles,90046-6821,722110,Full-service restaurants,0,09/15/2022,,"(34.1552, 34.1552)"
0003010103-0003-7,GOLDEN FIELD RESTAURANTS LLC,BBQ + RICE,12819 VENICE BLVD,LOS ANGELES,12819 Venice 90066-3507,7363 W SUNSET BLVD,LOS ANGELES,90046-3412,722110,Full-service restaurants,11,09/20/2022,,"(34.0002, -118.4411)"
0003334795-0001-0,LAS TOXICAS BAR INC,LAS TOXICAS,7144 FOOTHILL BLVD,TUJUNGA,7144 Foothill 91042-2717,,,,722110,Full-service restaurants,7,10/01/2022,,"(34.248, -118.2876)"
0003334055-0001-8,PAN LATIN CATERING & BAKE,,4438 MURIETTA AVENUE APT #21,SHERMAN OAKS,4438 Murietta 91423-5709,4438 MURIETTA AVENUE APT #21,SHERMAN OAKS,91423-5709,722110,Full-service restaurants,4,10/05/2022,,"(34.1515, -118.4379)"
0003334156-0001-1,EL MAZATLECO SUSHI B MARISCOS INC,,21414 NORDHOFF STREET,CHATSWORTH,21414 Nordhoff 91311-5892,,,,722110,Full-service restaurants,3,10/03/2022,,"(34.2353, -118.5979)"
0003276120-0001-7,GONZALEZLEON INC,ASH'S GRILL KEBAB RESTAURANT.,7221 TAMPA AVENUE,RESEDA,7221 TAMPA 91335-3554,7221 Tampa,Reseda,91335-3554,722110,Full-service restaurants,3,10/19/2021,,
0003333786-0001-3,HFF RESTAURANT GROUP LLC,,3785 Wilshire #107CD,Los Angeles,3785 WILSHIRE 90010,,,,722110,Full-service restaurants,10,10/13/2022,,"(34.0628, 34.0628)"
0003322140-0001-9,EMMANUEL DELGADO,EL HERMANO CENTRO AMERICANO,1905 8TH AVENUE,LOS ANGELES,1905 8TH 90018-1102,4623 W 21ST STREET,LOS ANGELES,90016-1651,722110,Full-service restaurants,10,09/01/2022,,
0003328201-0001-1,MR FURLEYS 3RD ST INC,,8445 W 3RD STREET,LOS ANGELES,8445 3RD 90048-4124,9903 Santa Monica #1006,Beverly Hills,90212-1671,722110,Full-service restaurants,5,08/16/2022,,
0003332897-0001-2,GRP 4 LLC,GRANVILLE NOHO,11136 Magnolia,North Hollywood,11136 MAGNOLIA 91601,16133 Ventura #1245,Encino,91436-2425,722110,Full-service restaurants,2,09/27/2022,,"(34.1647, 34.1647)"
0003331759-0001-1,KHUU BISTRO,,18845 SHERMAN WAY UNIT #D,RESEDA,18845 SHERMAN 91335-4042,20651 BASSETT STREET,WINNETKA,91306-3302,722110,Full-service restaurants,3,10/01/2022,,"(34.2016, -118.5444)"
0003328646-0001-1,HOLLYWOOD BLVD BURGERS INC,WAHLBURGERS,6922 Hollywood #106,Los Angeles,6922 HOLLYWOOD 90028,500 N Via Val Verde,Montebello,90640-2358,722110,Full-service restaurants,13,10/01/2022,,"(34.1014, 34.1014)"
0000001228-0001-6,DIKRAN AND ANNY KESKERIAN TRS KESKERIAN FAMILY TRUST,,1611 W 12TH STREET,LOS ANGELES,1611 12TH 90015-1951,313 E BROADWAY UNIT #10715,GLENDALE,91209-7143,722110,Full-service restaurants,1,02/24/1992,,"(34.0463, -118.2762)"
0003295242-0002-5,YING HANA TERREYAKI,YING HANA TEPPANYAKI,14863 SHERMAN WAY,VAN NUYS,14863 SHERMAN 91405-2254,,,,722110,Full-service restaurants,6,10/04/2022,,"(34.2015, -118.4571)"
0003223334-0003-8,"TKS RESTAURANTS, LLC.",THE KEBAB SHOP,19545 NORDHOFF STREET UNIT #70,NORTHRIDGE,19545 NORDHOFF 91324-7406,12600 HILL COUNTRY BLVD SUITE #R-275,AUSTIN,78738-6768,722110,Full-service restaurants,12,03/01/2022,,"(34.2356, -118.5591)"
0003333792-0001-9,ANTOJITOS PUEBLA INC,ANTOJITOS PUEBLA,435 S LOS ANGELES STREET,LOS ANGELES,435 Los Angeles 90013-1454,,,,722110,Full-service restaurants,14,10/01/2018,,"(34.0466, -118.2472)"
0003332350-0001-5,GOLDEN FRUIT INC,,2595 S Hoover #RT,Los Angeles,2595 HOOVER 90007,2595 S Hoover #RT,Los Angeles,90007-4801,722110,Full-service restaurants,8,07/27/2022,,"(34.0321, 34.0321)"
0003364814-0001-3,SERGIO ORTEGA DE LA TORRE,HACIENDA MEXICAN GRILL,2541 S Hacienda,Hacienda Heights,2541 HACIENDA 91745,,,,722110,Full-service restaurants,0,02/01/2023,,"(33.9903, 33.9903)"
0003365325-0001-8,FORTUNE DRAGON CHINA BISTRO INC,,4805 Whitsett,Valley Village,4805 WHITSETT 91607,,,,722110,Full-service restaurants,2,04/18/2023,,"(34.158, 34.158)"
0003273396-0001-4,WAH GWAAN JAMAICAN KITCHEN & BAR,WAH GWAAN JAMICAN RESTARANT & BAR,4371 Crenshaw #A,Los Angeles,4371 CRENSHAW 90008-4945,4371 Crenshaw #A,Los Angeles,90008-4945,722110,Full-service restaurants,8,11/15/2021,,"(34.0037, 34.0037)"
0002457399-0001-1,6TH STREET SPORTS BAR,GOODFELLAS,356 W 6TH STREET,SAN PEDRO,356 6TH 90731-3318,,,,722110,Full-service restaurants,15,01/18/2009,,"(33.7387, -118.2846)"
0003361883-0001-2,RAMI NAKHLA,SINCERELY SYRIA,1146 S Clark,Los Angeles,1146 CLARK 90035,,,,722110,Full-service restaurants,5,03/07/2023,,"(34.0558, 34.0558)"
0003371300-0001-5,AMOS JUAREZ LORENZO,MS. PANINIS,149 N ALEXANDRIA AVENUE    #G,LOS ANGELES,149 Alexandria 90004-4500,,,,722110,Full-service restaurants,10,04/25/2023,,"(34.0742, -118.2987)"
0003367172-0001-1,MACHEEN LP,,2633 E CESAR E CHAVEZ AVENUE,LOS ANGELES,2633 Cesar E Chavez 90033-3005,2658 E TYLER STREET,CARSON,90810-1335,722110,Full-service restaurants,14,01/31/2023,,"(34.0454, -118.2042)"
0002113277-0001-5,"JINSANG USA, INC",LA JINSANG,2949   W OLYMPIC BLVD,LOS ANGELES,2949 OLYMPIC 90006-2505,543 S Western,Los Angeles,90020-4207,722110,Full-service restaurants,10,04/01/2006,,"(34.0526, -118.2993)"
0003362751-0001-1,HOBAK HOSPITALITY INC,,2146 Colorado,Los Angeles,2146 COLORADO 90041,,,,722110,Full-service restaurants,14,03/13/2023,,"(34.139, 34.139)"
